Period,Year,Month,Date,Product_SKU,Product_Name,Brand_Group,Category,Is_Strategic,Orders_Count,Quantity,Amount_THB
2026-02,2026,2,2026-02-28,01094,Glucosa 500mg 10Bl/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,425,103242.07
2026-02,2026,2,2026-02-28,07427,Clinimet (Cimetidine) 400mg 50Bl/Box BDC,Klenimed,ยาลดกรดในกระเพาะอาหาร (Antacids & GI),No,0,6250,99531.88
2026-02,2026,2,2026-02-28,07777,Gi-Bisamol syrup 240ml (Prink) BDC,Gibisamol,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1089,82523.46
2026-02,2026,2,2026-02-28,01500,Oflocee (Ofloxacin) 200mg 10Bl/Box FML,Oflocee,ยาปฏิชีวนะ/ฆ่าเชื้อ (Antibiotics),No,0,423,78893.49
2026-02,2026,2,2026-02-28,01759,Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,5419,74128.82
2026-02,2026,2,2026-02-28,05942,Clinivate-N cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,2280,68482.98
2026-02,2026,2,2026-02-28,05108,CliMarir (Acyclovir) 400mg 5Bl/Box BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,544,64485.74
2026-02,2026,2,2026-02-28,00644,Ciproxyl (Ciprofloxacin) 500mg 10Bl/Box FML,Ciprocin,ยาปฏิชีวนะ/ฆ่าเชื้อทางเดินปัสสาวะ (Antibiotics),No,0,305,59738.65
2026-02,2026,2,2026-02-28,00661,Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,3988,58137.5
2026-02,2026,2,2026-02-28,01947,Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,834,52355.54
2026-02,2026,2,2026-02-28,14275,Nacoxib (Etoricoxib) 90mg,Nacoxib,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,298,43959.87
2026-02,2026,2,2026-02-28,17224,Gastro bismol 524,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,127,41625.14
2026-02,2026,2,2026-02-28,00658,Clinigel (Vaseline) 50g BDC,Clinigel,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,842,37251.36
2026-02,2026,2,2026-02-28,01012,Fexotine (Fexofenadin) 60mg 10Box/Pack FML,Fexotine,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1174,36670.05
2026-02,2026,2,2026-02-28,00664,CliMarir (Acidclovir) 200mg BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,344,29744.75
2026-02,2026,2,2026-02-28,02072,Stugin (Cinnarizine) 25mg 50Bl/Box BDC,Stugin,ยาบรรเทาอาการเวียนศีรษะ/บ้านหมุน (Vertigo & CNS),No,0,7130,29541.0
2026-02,2026,2,2026-02-28,03654,Glucosa 1500mg lemon 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,111,29145.28
2026-02,2026,2,2026-02-28,15617,Zenzera supersion 200mg 10ml/Sach,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,336,27901.03
2026-02,2026,2,2026-02-28,17101,Prozeus15 30Sach/Box TH,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,35,27106.18
2026-02,2026,2,2026-02-28,06243,Diabederm cream 20% 35g (Blue) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,365,22560.36
2026-02,2026,2,2026-02-28,18610,Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,57,20455.73
2026-02,2026,2,2026-02-28,01244,Lorita (Loratadine) 10mg 10Bl/Box FML,Lolita,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,261,19471.28
2026-02,2026,2,2026-02-28,03358,Gastrosec (Omeprazole) 20mg BDC,Gastrosec,ยาลดกรดในกระเพาะอาหาร (PPIs & Antacids),No,0,620,17968.2
2026-02,2026,2,2026-02-28,01709,Roxithroxyl (Roxithromycin) 150mg 10Bl/Box BDC,Roxithroxyl,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1010,17948.12
2026-02,2026,2,2026-02-28,00863,Domper-M (Domperidone) 10mg BDC,Domper-M,ยาช่วยย่อย/ต้านคลื่นไส้อาเจียน (Antiemetics),No,0,4270,17825.31
2026-02,2026,2,2026-02-28,00662,Clinoderm (Clobetaso) cream 5g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,996,16393.09
2026-02,2026,2,2026-02-28,04353,"Capsika-25 (0,025%) gel 35g",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,410,15882.24
2026-02,2026,2,2026-02-28,18544,Clena TM EX (Anti melasma) 15g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,132,15639.75
2026-02,2026,2,2026-02-28,14106,Anzac fluoxetin HCI 20mg 10Bl/Box,Anxac,ยาปรับสารเคมีในสมอง/คลายกังวล (Psychotropics),No,0,119,15596.07
2026-02,2026,2,2026-02-28,07545,Plaivana cream 14% 35g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,220,14463.79
2026-02,2026,2,2026-02-28,10399,Feenoze nasal spray 20ml BDC,Feenoze,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,242,13386.99
2026-02,2026,2,2026-02-28,04220,"Zyno cream 0,1% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,564,13355.49
2026-02,2026,2,2026-02-28,01103,Gynogesic (Dolfenal) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,90,13100.44
2026-02,2026,2,2026-02-28,08451,Arotika rub lotion 60ml BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,132,11473.45
2026-02,2026,2,2026-02-28,18238,CliMarir-800mg 7Bl/Box TH,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,59,11044.96
2026-02,2026,2,2026-02-28,08452,Arotika cool gel 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,270,10514.78
2026-02,2026,2,2026-02-28,17225,Arotika cool spray 60ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,90,8880.28
2026-02,2026,2,2026-02-28,05943,Clinoderm cream 15g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,276,8785.47
2026-02,2026,2,2026-02-28,17100,Prozeus15 10Sach/Box TH,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,33,8567.72
2026-02,2026,2,2026-02-28,17847,Finasteride 1mg 3Bl/Box,Finasteride,ยารักษาต่อมลูกหมาก/ผมร่วง (Urology & Men Health),Yes,0,39,8441.64
2026-02,2026,2,2026-02-28,05946,Diabederm cream 10% 35g (Green) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,164,7775.81
2026-02,2026,2,2026-02-28,03880,Glucocron (Gliclazide) 80mg BDC,Glucocron,ยารักษาโรคเบาหวาน (Antidiabetics),No,0,56,7045.04
2026-02,2026,2,2026-02-28,00996,Fango (Clotrimazole) cream 5g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,564,7036.12
2026-02,2026,2,2026-02-28,00581,"Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,150,5716.81
2026-02,2026,2,2026-02-28,08450,Arotika rub 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,100,4837.28
2026-02,2026,2,2026-02-28,00368,Allerax-Fc 10mg 50Bl/Box BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,1050,4833.32
2026-02,2026,2,2026-02-28,01957,"Zyno cream 0,02% 5g 12Tub/Pack BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,420,4744.61
2026-02,2026,2,2026-02-28,01958,"Zyno cream 0,02% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,216,4589.22
2026-02,2026,2,2026-02-28,03519,"Zyno cream 0,1% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,300,4316.96
2026-02,2026,2,2026-02-28,01735,Skinfect (Gentamicin) cream 5g BDC,Skinfect,ยาปฏิชีวนะทาแผล/ผิวหนัง (Dermatology),No,0,312,3889.71
2026-02,2026,2,2026-02-28,07539,Plaivana cream 14% 15g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,91,3483.26
2026-02,2026,2,2026-02-28,18682,Zentozide (Praziquantel) 600mg Bl/Box,Zentocide,ยาถ่ายพยาธิใบไม้ในตับ (Antiparasitics),Yes,0,75,3469.1
2026-02,2026,2,2026-02-28,00369,Allerax-Fc 10mg 1000Tab/Bott BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,19,3427.8
2026-02,2026,2,2026-02-28,17226,Tristan (Etoricoxib) 90mg,Tristan,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,66,2970.0
2026-02,2026,2,2026-02-28,05252,Fango (Clotrimazole) cream 15g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,132,2921.26
2026-02,2026,2,2026-02-28,05941,Clinivate cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,144,2914.63
2026-02,2026,2,2026-02-28,18911,Fango-BD (Clotrimazole 1% / Betamethasone 0.1%) cream 5g,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,144,2244.28
2026-02,2026,2,2026-02-28,00660,Clinivate cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,156,1757.4
2026-02,2026,2,2026-02-28,08449,Arotika rub 15g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,24,768.0
2026-02,2026,2,2026-02-28,00999,Fartussin 10Bl/Box 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,4,360.0
2026-02,2026,2,2026-02-28,19121,(Free) Capsika-75 lotion sponge pak 80ml,Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,30,0.0
2026-02,2026,2,2026-02-28,19123,(Free) Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,4,0.0
2026-02,2026,2,2026-02-28,19325,(Free) Zenzera supersion 200mg 10ml/Sach,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,1,0.0
2026-02,2026,2,2026-02-28,19342,(Free) Camping chair ຕັ່ງແຄມປິ້ງ,Camping,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2,0.0
2026-02,2026,2,2026-02-28,19095,(Free) Fartussin 10Bl/Box 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,50,0.0
2026-02,2026,2,2026-02-28,19122,(Free) Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,139,0.0
2026-02,2026,2,2026-02-28,18642,(Free) Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,1,0.0
2026-02,2026,2,2026-02-28,19326,(Free) Zertin SP 5mg 60ml FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,18,0.0
2026-02,2026,2,2026-02-28,18922,(Free) Tiger star ໝໍ້ແດງ SP-100,Tiger,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,13,0.0
2026-02,2026,2,2026-02-28,18923,(Free) Safe & Save ກາຕົ້ມນໍ້າໄຟຟ້າ 1.8L TH,Safe,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2,0.0
2026-03,2026,3,2026-03-28,01944,Zenzera (Albendazole) 200mg 2Tab/Bl BDC,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,32010,250869.44
2026-03,2026,3,2026-03-28,07427,Clinimet (Cimetidine) 400mg 50Bl/Box BDC,Klenimed,ยาลดกรดในกระเพาะอาหาร (Antacids & GI),No,0,13110,209931.34
2026-03,2026,3,2026-03-28,00644,Ciproxyl (Ciprofloxacin) 500mg 10Bl/Box FML,Ciprocin,ยาปฏิชีวนะ/ฆ่าเชื้อทางเดินปัสสาวะ (Antibiotics),No,0,891,203863.64
2026-03,2026,3,2026-03-28,01758,Sporoxyl (Ketoconasol) 200mg 10Bl/Box BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,1209,201843.73
2026-03,2026,3,2026-03-28,01947,Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,3365,201053.87
2026-03,2026,3,2026-03-28,00663,CliMarir (Acidclovir) cream 5g BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,13896,198623.55
2026-03,2026,3,2026-03-28,08921,Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,Cephalexyl,ยาปฏิชีวนะ/ฆ่าเชื้อแบคทีเรีย (Antibiotics),No,0,548,158725.71
2026-03,2026,3,2026-03-28,01103,Gynogesic (Dolfenal) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,719,146421.19
2026-03,2026,3,2026-03-28,01475,Noraphen 500mg 50Bl/Box BDC,Noraphen,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),No,0,12150,108408.39
2026-03,2026,3,2026-03-28,01094,Glucosa 500mg 10Bl/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,453,107406.8
2026-03,2026,3,2026-03-28,05942,Clinivate-N cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,2928,89598.85
2026-03,2026,3,2026-03-28,01091,Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,345,85886.09
2026-03,2026,3,2026-03-28,07777,Gi-Bisamol syrup 240ml (Prink) BDC,Gibisamol,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1107,82459.82
2026-03,2026,3,2026-03-28,10191,Spascopan (Buscopan) 10mg 500Tab/Bott BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,0,93,80775.56
2026-03,2026,3,2026-03-28,01500,Oflocee (Ofloxacin) 200mg 10Bl/Box FML,Oflocee,ยาปฏิชีวนะ/ฆ่าเชื้อ (Antibiotics),No,0,460,74394.33
2026-03,2026,3,2026-03-28,01759,Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,4764,71365.58
2026-03,2026,3,2026-03-28,01012,Fexotine (Fexofenadin) 60mg 10Box/Pack FML,Fexotine,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2110,67831.23
2026-03,2026,3,2026-03-28,18544,Clena TM EX (Anti melasma) 15g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,552,65765.6
2026-03,2026,3,2026-03-28,00863,Domper-M (Domperidone) 10mg BDC,Domper-M,ยาช่วยย่อย/ต้านคลื่นไส้อาเจียน (Antiemetics),No,0,12640,65603.99
2026-03,2026,3,2026-03-28,14275,Nacoxib (Etoricoxib) 90mg,Nacoxib,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,512,65472.4
2026-03,2026,3,2026-03-28,05108,CliMarir (Acyclovir) 400mg 5Bl/Box BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,487,61661.98
2026-03,2026,3,2026-03-28,05020,Sporaxyl (Ketoconasol) cream 15g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,2454,56162.81
2026-03,2026,3,2026-03-28,18610,Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,132,49993.73
2026-03,2026,3,2026-03-28,00661,Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,3336,48089.76
2026-03,2026,3,2026-03-28,01244,Lorita (Loratadine) 10mg 10Bl/Box FML,Lolita,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,498,36695.86
2026-03,2026,3,2026-03-28,00664,CliMarir (Acidclovir) 200mg BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,348,34897.67
2026-03,2026,3,2026-03-28,00658,Clinigel (Vaseline) 50g BDC,Clinigel,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,700,29767.56
2026-03,2026,3,2026-03-28,02072,Stugin (Cinnarizine) 25mg 50Bl/Box BDC,Stugin,ยาบรรเทาอาการเวียนศีรษะ/บ้านหมุน (Vertigo & CNS),No,0,7520,28992.08
2026-03,2026,3,2026-03-28,03654,Glucosa 1500mg lemon 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,119,28723.19
